"uf","municipio","codigo","nascidos_vivos","porc_premat","porc_gesta_multipla","porc_cesarea","porc_0_consulta","porc_7mais_consulta","porc_apgar1_menor_7","porc_apgar5_menor_7","porc_anomalia","porc_peso_menor_2500","porc_fem"
"RS","SAPUCAIA DO SUL","432000",1551,11.9922630560928,1.61186331399097,56.7375886524823,1.03559870550162,81.6828478964401,8.32795351839897,1.16204002582311,0.906735751295337,8.38168923275306,48.5493230174081
"RS","SARANDI","432010",324,17.5925925925926,5.55555555555556,72.2222222222222,0.617283950617284,87.3456790123457,3.09597523219814,0.617283950617284,0.62111801242236,13.2716049382716,52.4691358024691
"RS","SEBERI","432020",184,7.06521739130435,0,67.3913043478261,0,80.9782608695652,4.89130434782609,1.6304347826087,0.543478260869565,8.15217391304348,52.1739130434783
"RS","SEDE NOVA","432023",38,21.0526315789474,0,86.8421052631579,0,89.4736842105263,5.26315789473684,2.7027027027027,2.7027027027027,10.5263157894737,55.2631578947368
"RS","SEGREDO","432026",71,7.04225352112676,2.8169014084507,77.4647887323944,0,84.5070422535211,1.40845070422535,0,0,4.22535211267606,46.4788732394366
"RS","SELBACH","432030",44,18.1818181818182,4.54545454545455,95.4545454545455,0,70.4545454545455,2.27272727272727,0,0,9.09090909090909,52.2727272727273
"RS","SENADOR SALGADO FILHO","432032",30,6.66666666666667,0,83.3333333333333,0,83.3333333333333,3.33333333333333,0,0,10,56.6666666666667
"RS","SENTINELA DO SUL","432035",40,12.5,0,52.5,2.5,82.5,7.69230769230769,0,2.5,12.5,37.5
"RS","SERAFINA CORREA","432040",202,20.2970297029703,0.99009900990099,67.8217821782178,0,82.6732673267327,4.5,0.995024875621891,0.99009900990099,11.3861386138614,54.4554455445545
"RS","SERIO","432045",14,21.4285714285714,0,64.2857142857143,0,100,0,0,0,14.2857142857143,42.8571428571428
"RS","SERTAO","432050",61,8.19672131147541,3.27868852459016,68.8524590163934,0,80.327868852459,4.91803278688525,0,1.63934426229508,6.55737704918033,42.6229508196721
"RS","SERTAO SANTANA","432055",47,12.7659574468085,0,53.1914893617021,2.12765957446809,51.063829787234,2.12765957446809,2.12765957446809,0,10.6382978723404,51.063829787234
"RS","SETE DE SETEMBRO","432057",19,10.5263157894737,0,73.6842105263158,0,84.2105263157895,5.26315789473684,0,0,0,73.6842105263158
"RS","SEVERIANO DE ALMEIDA","432060",32,9.375,0,59.375,3.125,87.5,6.45161290322581,0,0,18.75,34.375
"RS","SILVEIRA MARTINS","432065",9,11.1111111111111,0,77.7777777777778,0,88.8888888888889,0,0,11.1111111111111,11.1111111111111,44.4444444444444
"RS","SINIMBU","432067",77,12.987012987013,0,68.8311688311688,1.2987012987013,83.1168831168831,5.19480519480519,0,0,10.3896103896104,58.4415584415584
"RS","SOBRADINHO","432070",214,16.3551401869159,4.67289719626168,72.4299065420561,0,86.4485981308411,3.28638497652582,0,0.469483568075117,12.6168224299065,52.3364485981308
"RS","SOLEDADE","432080",350,10.0574712643678,1.14285714285714,47.4285714285714,1.42857142857143,75.1428571428571,3.43839541547278,0,0,8.28571428571428,47.1428571428571
